,ccaa,fallecidos,fecha
3091,Madrid,10.434,2/11/2020
3092,Melilla,12,2/11/2020
3093,Murcia,336,2/11/2020
3094,Navarra,722,2/11/2020
3095,País Vasco,2.084,2/11/2020
3096,La Rioja,470,2/11/2020
3097,Andalucía,2.602,3/11/2020
3098,Aragón,1706,3/11/2020
3099,Asturias,484,3/11/2020
3100,Baleares,364,3/11/2020
3101,Canarias,289,3/11/2020
3102,Cantabria,255,3/11/2020
3103,Castilla La Mancha,3.445,3/11/2020
3104,Castilla y León,3.673,3/11/2020
3105,Cataluña,6.036,3/11/2020
3106,Ceuta,26,3/11/2020
3107,C. Valenciana,1.799,3/11/2020
3108,Extremadura,743,3/11/2020
3109,Galicia,949,3/11/2020
3110,Madrid,10.438,3/11/2020
3111,Melilla,12,3/11/2020
3112,Murcia,341,3/11/2020
3113,Navarra,726,3/11/2020
3114,País Vasco,2.136,3/11/2020
3115,La Rioja,471,3/11/2020
3116,Andalucía,2.664,4/11/2020
3117,Aragón,1730,4/11/2020
3118,Asturias,497,4/11/2020
3119,Baleares,371,4/11/2020
3120,Canarias,294,4/11/2020
3121,Cantabria,254,4/11/2020
3122,Castilla La Mancha,3.414,4/11/2020
3123,Castilla y León,3.757,4/11/2020
3124,Cataluña,7.073,4/11/2020
3125,Ceuta,29,4/11/2020
3126,C. Valenciana,1.857,4/11/2020
3127,Extremadura,754,4/11/2020
3128,Galicia,957,4/11/2020
3129,Madrid,10.747,4/11/2020
3130,Melilla,13,4/11/2020
3131,Murcia,359,4/11/2020
3132,Navarra,736,4/11/2020
3133,País Vasco,2.135,4/11/2020
3134,La Rioja,477,4/11/2020
3135,Andalucía,2.695,5/11/2020
3136,Aragón,1753,5/11/2020
3137,Asturias,520,5/11/2020
3138,Baleares,372,5/11/2020
3139,Canarias,295,5/11/2020
3140,Cantabria,257,5/11/2020
3141,Castilla La Mancha,3.438,5/11/2020
3142,Castilla y León,3.810,5/11/2020
3143,Cataluña,7.147,5/11/2020
3144,Ceuta,29,5/11/2020
3145,C. Valenciana,1.875,5/11/2020
3146,Extremadura,760,5/11/2020
3147,Galicia,969,5/11/2020
3148,Madrid,10.821,5/11/2020
3149,Melilla,14,5/11/2020
3150,Murcia,378,5/11/2020
3151,Navarra,738,5/11/2020
3152,País Vasco,2.136,5/11/2020
3153,La Rioja,479,5/11/2020
3154,Andalucía,2.781,6/11/2020
3155,Aragón,1780,6/11/2020
3156,Asturias,534,6/11/2020
3157,Baleares,376,6/11/2020
3158,Canarias,296,6/11/2020
3159,Cantabria,258,6/11/2020
3160,Castilla La Mancha,3.452,6/11/2020
3161,Castilla y León,3.834,6/11/2020
3162,Cataluña,7.225,6/11/2020
3163,Ceuta,32,6/11/2020
3164,C. Valenciana,1.886,6/11/2020
3165,Extremadura,770,6/11/2020
3166,Galicia,977,6/11/2020
3167,Madrid,10.842,6/11/2020
3168,Melilla,24,6/11/2020
3169,Murcia,389,6/11/2020
3170,Navarra,747,6/11/2020
3171,País Vasco,2.148,6/11/2020
3172,La Rioja,482,6/11/2020
3173,Andalucía,2.885,9/11/2020
3174,Aragón,1860,9/11/2020
3175,Asturias,582,9/11/2020
3176,Baleares,378,9/11/2020
3177,Canarias,301,9/11/2020
3178,Cantabria,264,9/11/2020
3179,Castilla La Mancha,3.475,9/11/2020
3180,Castilla y León,3.911,9/11/2020
3181,Cataluña,7.272,9/11/2020
3182,Ceuta,33,9/11/2020
3183,C. Valenciana,1.907,9/11/2020
3184,Extremadura,786,9/11/2020
3185,Galicia,997,9/11/2020
3186,Madrid,10.850,9/11/2020
3187,Melilla,27,9/11/2020
3188,Murcia,403,9/11/2020
3189,Navarra,767,9/11/2020
3190,País Vasco,2.155,9/11/2020
3191,La Rioja,492,9/11/2020
3192,Andalucía,2.975,10/11/2020
3193,Aragón,1881,10/11/2020
3194,Asturias,603,10/11/2020
3195,Baleares,380,10/11/2020
3196,Canarias,306,10/11/2020
3197,Cantabria,267,10/11/2020
3198,Castilla La Mancha,3.491,10/11/2020
3199,Castilla y León,3.957,10/11/2020
3200,Cataluña,7.299,10/11/2020
3201,Ceuta,37,10/11/2020
3202,C. Valenciana,1.935,10/11/2020
3203,Extremadura,800,10/11/2020
3204,Galicia,1018,10/11/2020
3205,Madrid,10.859,10/11/2020
3206,Melilla,28,10/11/2020
3207,Murcia,425,10/11/2020
3208,Navarra,771,10/11/2020
3209,País Vasco,2.227,10/11/2020
3210,La Rioja,497,10/11/2020
3211,Andalucía,3.037,11/11/2020
3212,Aragón,1911,11/11/2020
3213,Asturias,622,11/11/2020
3214,Baleares,380,11/11/2020
3215,Canarias,308,11/11/2020
3216,Cantabria,269,11/11/2020
3217,Castilla La Mancha,3.504,11/11/2020
3218,Castilla y León,3.999,11/11/2020
3219,Cataluña,7.311,11/11/2020
3220,Ceuta,39,11/11/2020
3221,C. Valenciana,1.970,11/11/2020
3222,Extremadura,805,11/11/2020
3223,Galicia,1029,11/11/2020
3224,Madrid,10.946,11/11/2020
3225,Melilla,30,11/11/2020
3226,Murcia,442,11/11/2020
3227,Navarra,776,11/11/2020
3228,País Vasco,2.229,11/11/2020
3229,La Rioja,498,11/11/2020
3230,Andalucía,3.105,12/11/2020
3231,Aragón,1943,12/11/2020
3232,Asturias,649,12/11/2020
3233,Baleares,383,12/11/2020
3234,Canarias,310,12/11/2020
3235,Cantabria,270,12/11/2020
3236,Castilla La Mancha,3.525,12/11/2020
3237,Castilla y León,4.034,12/11/2020
3238,Cataluña,7.340,12/11/2020
3239,Ceuta,42,12/11/2020
3240,C. Valenciana,1.983,12/11/2020
3241,Extremadura,813,12/11/2020
3242,Galicia,1052,12/11/2020
3243,Madrid,11.011,12/11/2020
3244,Melilla,31,12/11/2020
3245,Murcia,452,12/11/2020
3246,Navarra,784,12/11/2020
3247,País Vasco,2.230,12/11/2020
3248,La Rioja,504,12/11/2020
3249,Andalucía,3.155,13/11/2020
3250,Aragón,1966,13/11/2020
3251,Asturias,661,13/11/2020
3252,Baleares,389,13/11/2020
3253,Canarias,311,13/11/2020
3254,Cantabria,274,13/11/2020
3255,Castilla La Mancha,3.545,13/11/2020
3256,Castilla y León,4.070,13/11/2020
3257,Cataluña,7.362,13/11/2020
3258,Ceuta,44,13/11/2020
3259,C. Valenciana,2.013,13/11/2020
3260,Extremadura,826,13/11/2020
3261,Galicia,1061,13/11/2020
3262,Madrid,11.053,13/11/2020
3263,Melilla,32,13/11/2020
3264,Murcia,472,13/11/2020
3265,Navarra,787,13/11/2020
3266,País Vasco,2.242,13/11/2020
3267,La Rioja,506,13/11/2020
3268,Andalucía,3.264,16/11/2020
3269,Aragón,2039,16/11/2020
3270,Asturias,732,16/11/2020
3271,Baleares,391,16/11/2020
3272,Canarias,312,16/11/2020
3273,Cantabria,279,16/11/2020
3274,Castilla La Mancha,3.574,16/11/2020
3275,Castilla y León,4.122,16/11/2020
3276,Cataluña,7.382,16/11/2020
3277,Ceuta,46,16/11/2020
3278,C. Valenciana,2.028,16/11/2020
3279,Extremadura,838,16/11/2020
3280,Galicia,1084,16/11/2020
3281,Madrid,11.082,16/11/2020
3282,Melilla,33,16/11/2020
3283,Murcia,486,16/11/2020
3284,Navarra,800,16/11/2020
3285,País Vasco,2.245,16/11/2020
3286,La Rioja,516,16/11/2020
3287,Andalucía,3.354,17/11/2020
3288,Aragón,2067,17/11/2020
3289,Asturias,739,17/11/2020
3290,Baleares,397,17/11/2020
3291,Canarias,318,17/11/2020
3292,Cantabria,282,17/11/2020
3293,Castilla La Mancha,3.584,17/11/2020
3294,Castilla y León,4.188,17/11/2020
3295,Cataluña,7.410,17/11/2020
3296,Ceuta,46,17/11/2020
3297,C. Valenciana,2.055,17/11/2020
3298,Extremadura,850,17/11/2020
3299,Galicia,1101,17/11/2020
3300,Madrid,11.111,17/11/2020
3301,Melilla,34,17/11/2020
3302,Murcia,501,17/11/2020
3303,Navarra,803,17/11/2020
3304,País Vasco,2.331,17/11/2020
3305,La Rioja,517,17/11/2020
3306,Andalucía,3.424,18/11/2020
3307,Aragón,2106,18/11/2020
3308,Asturias,755,18/11/2020
3309,Baleares,397,18/11/2020
3310,Canarias,319,18/11/2020
3311,Cantabria,291,18/11/2020
3312,Castilla La Mancha,3.597,18/11/2020
3313,Castilla y León,4.237,18/11/2020
3314,Cataluña,7.426,18/11/2020
3315,Ceuta,45,18/11/2020
3316,C. Valenciana,2.108,18/11/2020
3317,Extremadura,860,18/11/2020
3318,Galicia,1108,18/11/2020
3319,Madrid,11.158,18/11/2020
3320,Melilla,34,18/11/2020
3321,Murcia,512,18/11/2020
3322,Navarra,810,18/11/2020
3323,País Vasco,2.331,18/11/2020
3324,La Rioja,521,18/11/2020
3325,Andalucía,3.472,19/11/2020
3326,Aragón,2129,19/11/2020
3327,Asturias,775,19/11/2020
3328,Baleares,398,19/11/2020
3329,Canarias,321,19/11/2020
3330,Cantabria,292,19/11/2020
3331,Castilla La Mancha,3.635,19/11/2020
3332,Castilla y León,4.253,19/11/2020
3333,Cataluña,7.450,19/11/2020
3334,Ceuta,45,19/11/2020
3335,C. Valenciana,2.124,19/11/2020
3336,Extremadura,872,19/11/2020
3337,Galicia,1114,19/11/2020
3338,Madrid,11.181,19/11/2020
3339,Melilla,35,19/11/2020
3340,Murcia,521,19/11/2020
3341,Navarra,817,19/11/2020
3342,País Vasco,2.334,19/11/2020
3343,La Rioja,523,19/11/2020
3344,Andalucía,3.527,20/11/2020
3345,Aragón,2148,20/11/2020
3346,Asturias,800,20/11/2020
3347,Baleares,398,20/11/2020
3348,Canarias,322,20/11/2020
3349,Cantabria,293,20/11/2020
3350,Castilla La Mancha,3.659,20/11/2020
3351,Castilla y León,4.293,20/11/2020
3352,Cataluña,7.495,20/11/2020
3353,Ceuta,46,20/11/2020
3354,C. Valenciana,2.168,20/11/2020
3355,Extremadura,874,20/11/2020
3356,Galicia,1131,20/11/2020
3357,Madrid,11.201,20/11/2020
3358,Melilla,35,20/11/2020
3359,Murcia,543,20/11/2020
3360,Navarra,822,20/11/2020
3361,País Vasco,2.338,20/11/2020
3362,La Rioja,526,20/11/2020
3363,Andalucía,3.633,23/11/2020
3364,Aragón,2189,23/11/2020
3365,Asturias,857,23/11/2020
3366,Baleares,398,23/11/2020
3367,Canarias,326,23/11/2020
3368,Cantabria,297,23/11/2020
3369,Castilla La Mancha,3.687,23/11/2020
3370,Castilla y León,4.343,23/11/2020
3371,Cataluña,7.596,23/11/2020
3372,Ceuta,49,23/11/2020
3373,C. Valenciana,2.188,23/11/2020
3374,Extremadura,895,23/11/2020
3375,Galicia,1153,23/11/2020
3376,Madrid,11.211,23/11/2020
3377,Melilla,36,23/11/2020
3378,Murcia,555,23/11/2020
3379,Navarra,845,23/11/2020
3380,País Vasco,2.343,23/11/2020
3381,La Rioja,530,23/11/2020
3382,Andalucía,3.725,24/11/2020
3383,Aragón,2208,24/11/2020
3384,Asturias,883,24/11/2020
3385,Baleares,399,24/11/2020
3386,Canarias,333,24/11/2020
3387,Cantabria,297,24/11/2020
3388,Castilla La Mancha,3.693,24/11/2020
3389,Castilla y León,4.394,24/11/2020
3390,Cataluña,7.692,24/11/2020
3391,Ceuta,51,24/11/2020
3392,C. Valenciana,2.237,24/11/2020
3393,Extremadura,902,24/11/2020
3394,Galicia,1172,24/11/2020
3395,Madrid,11.250,24/11/2020
3396,Melilla,37,24/11/2020
3397,Murcia,566,24/11/2020
3398,Navarra,850,24/11/2020
3399,País Vasco,2.446,24/11/2020
3400,La Rioja,533,24/11/2020
3401,Andalucía,3.790,25/11/2020
3402,Aragón,2227,25/11/2020
3403,Asturias,904,25/11/2020
3404,Baleares,402,25/11/2020
3405,Canarias,334,25/11/2020
3406,Cantabria,298,25/11/2020
3407,Castilla La Mancha,3.722,25/11/2020
3408,Castilla y León,4.434,25/11/2020
3409,Cataluña,7.793,25/11/2020
3410,Ceuta,52,25/11/2020
3411,C. Valenciana,2.262,25/11/2020
3412,Extremadura,909,25/11/2020
3413,Galicia,1173,25/11/2020
3414,Madrid,11.279,25/11/2020
3415,Melilla,38,25/11/2020
3416,Murcia,583,25/11/2020
3417,Navarra,853,25/11/2020
3418,País Vasco,2.447,25/11/2020
3419,La Rioja,537,25/11/2020
3420,Andalucía,3.842,26/11/2020
3421,Aragón,2251,26/11/2020
3422,Asturias,929,26/11/2020
3423,Baleares,404,26/11/2020
3424,Canarias,336,26/11/2020
3425,Cantabria,300,26/11/2020
3426,Castilla La Mancha,3.738,26/11/2020
3427,Castilla y León,4.463,26/11/2020
3428,Cataluña,7.850,26/11/2020
3429,Ceuta,52,26/11/2020
3430,C. Valenciana,2.288,26/11/2020
3431,Extremadura,915,26/11/2020
3432,Galicia,1178,26/11/2020
3433,Madrid,11.349,26/11/2020
3434,Melilla,39,26/11/2020
3435,Murcia,589,26/11/2020
3436,Navarra,856,26/11/2020
3437,País Vasco,2.452,26/11/2020
3438,La Rioja,543,26/11/2020
3439,Andalucía,3.903,27/11/2020
3440,Aragón,2279,27/11/2020
3441,Asturias,954,27/11/2020
3442,Baleares,404,27/11/2020
3443,Canarias,339,27/11/2020
3444,Cantabria,304,27/11/2020
3445,Castilla La Mancha,3.761,27/11/2020
3446,Castilla y León,4.487,27/11/2020
3447,Cataluña,7.911,27/11/2020
3448,Ceuta,54,27/11/2020
3449,C. Valenciana,2.298,27/11/2020
3450,Extremadura,928,27/11/2020
3451,Galicia,1184,27/11/2020
3452,Madrid,11.352,27/11/2020
3453,Melilla,40,27/11/2020
3454,Murcia,597,27/11/2020
3455,Navarra,863,27/11/2020
3456,País Vasco,2.467,27/11/2020
3457,La Rioja,543,27/11/2020
3458,Andalucía,4.018,30/11/2020
3459,Aragón,2314,30/11/2020
3460,Asturias,1.004,30/11/2020
3461,Baleares,409,30/11/2020
3462,Canarias,344,30/11/2020
3463,Cantabria,312,30/11/2020
3464,Castilla La Mancha,3.775,30/11/2020
3465,Castilla y León,4.545,30/11/2020
3466,Cataluña,7.911,30/11/2020
3467,Ceuta,54,30/11/2020
3468,C. Valenciana,2.330,30/11/2020
3469,Extremadura,941,30/11/2020
3470,Galicia,1213,30/11/2020
3471,Madrid,11.359,30/11/2020
3472,Melilla,41,30/11/2020
3473,Murcia,604,30/11/2020
3474,Navarra,875,30/11/2020
3475,País Vasco,2.470,30/11/2020
3476,La Rioja,550,30/11/2020
3477,Andalucía,4.099,1/12/2020
3478,Aragón,2335,1/12/2020
3479,Asturias,1.021,1/12/2020
3480,Baleares,411,1/12/2020
3481,Canarias,344,1/12/2020
3482,Cantabria,316,1/12/2020
3483,Castilla La Mancha,3.786,1/12/2020
3484,Castilla y León,4.576,1/12/2020
3485,Cataluña,8.003,1/12/2020
3486,Ceuta,54,1/12/2020
3487,C. Valenciana,2.371,1/12/2020
3488,Extremadura,952,1/12/2020
3489,Galicia,1231,1/12/2020
3490,Madrid,11.369,1/12/2020
3491,Melilla,41,1/12/2020
3492,Murcia,611,1/12/2020
3493,Navarra,884,1/12/2020
3494,País Vasco,2.554,1/12/2020
3495,La Rioja,553,1/12/2020
3496,Andalucía,4.184,2/12/2020
3497,Aragón,2344,2/12/2020
3498,Asturias,1.036,2/12/2020
3499,Baleares,413,2/12/2020
3500,Canarias,345,2/12/2020
3501,Cantabria,320,2/12/2020
3502,Castilla La Mancha,3.810,2/12/2020
3503,Castilla y León,4.599,2/12/2020
3504,Cataluña,8.067,2/12/2020
3505,Ceuta,55,2/12/2020
3506,C. Valenciana,2.395,2/12/2020
3507,Extremadura,956,2/12/2020
3508,Galicia,1229,2/12/2020
3509,Madrid,11.380,2/12/2020
3510,Melilla,42,2/12/2020
3511,Murcia,615,2/12/2020
3512,Navarra,884,2/12/2020
3513,País Vasco,2.556,2/12/2020
3514,La Rioja,554,2/12/2020
3515,Andalucía,4.251,3/12/2020
3516,Aragón,2354,3/12/2020
3517,Asturias,1.054,3/12/2020
3518,Baleares,423,3/12/2020
3519,Canarias,346,3/12/2020
3520,Cantabria,321,3/12/2020
3521,Castilla La Mancha,3.819,3/12/2020
3522,Castilla y León,4.609,3/12/2020
3523,Cataluña,8.102,3/12/2020
3524,Ceuta,55,3/12/2020
3525,C. Valenciana,2.418,3/12/2020
3526,Extremadura,966,3/12/2020
3527,Galicia,1232,3/12/2020
3528,Madrid,11.413,3/12/2020
3529,Melilla,43,3/12/2020
3530,Murcia,620,3/12/2020
3531,Navarra,888,3/12/2020
3532,País Vasco,2.564,3/12/2020
3533,La Rioja,560,3/12/2020
3534,Andalucía,4.296,4/12/2020
3535,Aragón,2360,4/12/2020
3536,Asturias,1.073,4/12/2020
3537,Baleares,425,4/12/2020
3538,Canarias,346,4/12/2020
3539,Cantabria,324,4/12/2020
3540,Castilla La Mancha,3.825,4/12/2020
3541,Castilla y León,4.647,4/12/2020
3542,Cataluña,8.126,4/12/2020
3543,Ceuta,55,4/12/2020
3544,C. Valenciana,2.444,4/12/2020
3545,Extremadura,971,4/12/2020
3546,Galicia,1246,4/12/2020
3547,Madrid,11.426,4/12/2020
3548,Melilla,43,4/12/2020
3549,Murcia,623,4/12/2020
3550,Navarra,893,4/12/2020
3551,País Vasco,2.568,4/12/2020
3552,La Rioja,561,4/12/2020
3553,Andalucía,4.437,9/12/2020
3554,Aragón,2416,9/12/2020
3555,Asturias,1.179,9/12/2020
3556,Baleares,425,9/12/2020
3557,Canarias,353,9/12/2020
3558,Cantabria,336,9/12/2020
3559,Castilla La Mancha,3.855,9/12/2020
3560,Castilla y León,4.711,9/12/2020
3561,Cataluña,8.248,9/12/2020
3562,Ceuta,55,9/12/2020
3563,C. Valenciana,2.491,9/12/2020
3564,Extremadura,985,9/12/2020
3565,Galicia,1267,9/12/2020
3566,Madrid,11.449,9/12/2020
3567,Melilla,42,9/12/2020
3568,Murcia,635,9/12/2020
3569,Navarra,910,9/12/2020
3570,País Vasco,2.653,9/12/2020
3571,La Rioja,572,9/12/2020
3572,Andalucía,4.492,10/12/2020
3573,Aragón,2434,10/12/2020
3574,Asturias,1.197,10/12/2020
3575,Baleares,426,10/12/2020
3576,Canarias,354,10/12/2020
3577,Cantabria,339,10/12/2020
3578,Castilla La Mancha,3.871,10/12/2020
3579,Castilla y León,4.770,10/12/2020
3580,Cataluña,8.291,10/12/2020
3581,Ceuta,56,10/12/2020
3582,C. Valenciana,2.521,10/12/2020
3583,Extremadura,990,10/12/2020
3584,Galicia,1277,10/12/2020
3585,Madrid,11.497,10/12/2020
3586,Melilla,42,10/12/2020
3587,Murcia,647,10/12/2020
3588,Navarra,913,10/12/2020
3589,País Vasco,2.654,10/12/2020
3590,La Rioja,573,10/12/2020
3591,Andalucía,4.524,11/12/2020
3592,Aragón,2450,11/12/2020
3593,Asturias,1.211,11/12/2020
3594,Baleares,427,11/12/2020
3595,Canarias,358,11/12/2020
3596,Cantabria,340,11/12/2020
3597,Castilla La Mancha,3.895,11/12/2020
3598,Castilla y León,4.812,11/12/2020
3599,Cataluña,8.330,11/12/2020
3600,Ceuta,56,11/12/2020
3601,C. Valenciana,2.548,11/12/2020
3602,Extremadura,996,11/12/2020
3603,Galicia,1287,11/12/2020
3604,Madrid,11.537,11/12/2020
3605,Melilla,42,11/12/2020
3606,Murcia,658,11/12/2020
3607,Navarra,914,11/12/2020
3608,País Vasco,2.666,11/12/2020
3609,La Rioja,573,11/12/2020
3610,Andalucía,4.582,14/12/2020
3611,Aragón,2471,14/12/2020
3612,Asturias,1.238,14/12/2020
3613,Baleares,427,14/12/2020
3614,Canarias,366,14/12/2020
3615,Cantabria,345,14/12/2020
3616,Castilla La Mancha,3.949,14/12/2020
3617,Castilla y León,4.855,14/12/2020
3618,Cataluña,8.402,14/12/2020
3619,Ceuta,56,14/12/2020
3620,C. Valenciana,2.578,14/12/2020
3621,Extremadura,1012,14/12/2020
3622,Galicia,1299,14/12/2020
3623,Madrid,11.556,14/12/2020
3624,Melilla,43,14/12/2020
3625,Murcia,668,14/12/2020
3626,Navarra,919,14/12/2020
3627,País Vasco,2.672,14/12/2020
3628,La Rioja,575,14/12/2020
3629,Andalucía,4.631,15/12/2020
3630,Aragón,2503,15/12/2020
3631,Asturias,1.251,15/12/2020
3632,Baleares,429,15/12/2020
3633,Canarias,368,15/12/2020
3634,Cantabria,351,15/12/2020
3635,Castilla La Mancha,3.960,15/12/2020
3636,Castilla y León,4.886,15/12/2020
3637,Cataluña,8.452,15/12/2020
3638,Ceuta,57,15/12/2020
3639,C. Valenciana,2.609,15/12/2020
3640,Extremadura,1015,15/12/2020
3641,Galicia,1305,15/12/2020
3642,Madrid,11.590,15/12/2020
3643,Melilla,43,15/12/2020
3644,Murcia,679,15/12/2020
3645,Navarra,926,15/12/2020
3646,País Vasco,2.770,15/12/2020
3647,La Rioja,576,15/12/2020
3648,Andalucía,4.656,16/12/2020
3649,Aragón,2516,16/12/2020
3650,Asturias,1.258,16/12/2020
3651,Baleares,432,16/12/2020
3652,Canarias,370,16/12/2020
3653,Cantabria,355,16/12/2020
3654,Castilla La Mancha,3.976,16/12/2020
3655,Castilla y León,4.900,16/12/2020
3656,Cataluña,8.475,16/12/2020
3657,Ceuta,57,16/12/2020
3658,C. Valenciana,2.651,16/12/2020
3659,Extremadura,1020,16/12/2020
3660,Galicia,1306,16/12/2020
3661,Madrid,11.619,16/12/2020
3662,Melilla,43,16/12/2020
3663,Murcia,687,16/12/2020
3664,Navarra,928,16/12/2020
3665,País Vasco,2.771,16/12/2020
3666,La Rioja,576,16/12/2020
3667,Andalucía,4.681,17/12/2020
3668,Aragón,2525,17/12/2020
3669,Asturias,1.268,17/12/2020
3670,Baleares,434,17/12/2020
3671,Canarias,375,17/12/2020
3672,Cantabria,359,17/12/2020
3673,Castilla La Mancha,3.997,17/12/2020
3674,Castilla y León,4.933,17/12/2020
3675,Cataluña,8.502,17/12/2020
3676,Ceuta,57,17/12/2020
3677,C. Valenciana,2.668,17/12/2020
3678,Extremadura,1021,17/12/2020
3679,Galicia,1307,17/12/2020
3680,Madrid,11.635,17/12/2020
3681,Melilla,43,17/12/2020
3682,Murcia,691,17/12/2020
3683,Navarra,928,17/12/2020
3684,País Vasco,2.777,17/12/2020
3685,La Rioja,576,17/12/2020
3686,Andalucía,4.723,18/12/2020
3687,Aragón,2.535,18/12/2020
3688,Asturias,1.276,18/12/2020
3689,Baleares,437,18/12/2020
3690,Canarias,378,18/12/2020
3691,Cantabria,362,18/12/2020
3692,Castilla La Mancha,4.009,18/12/2020
3693,Castilla y León,4.951,18/12/2020
3694,Cataluña,8.511,18/12/2020
3695,Ceuta,57,18/12/2020
3696,C. Valenciana,2.683,18/12/2020
3697,Extremadura,1.029,18/12/2020
3698,Galicia,1.314,18/12/2020
3699,Madrid,11.637,18/12/2020
3700,Melilla,43,18/12/2020
3701,Murcia,698,18/12/2020
3702,Navarra,929,18/12/2020
3703,País Vasco,2.777,18/12/2020
3704,La Rioja,577,18/12/2020
3705,Andalucía,4.841,21/12/2020
3706,Aragón,2.552,21/12/2020
3707,Asturias,1.297,21/12/2020
3708,Baleares,442,21/12/2020
3709,Canarias,388,21/12/2020
3710,Cantabria,363,21/12/2020
3711,Castilla La Mancha,4.024,21/12/2020
3712,Castilla y León,4.980,21/12/2020
3713,Cataluña,8.533,21/12/2020
3714,Ceuta,57,21/12/2020
3715,C. Valenciana,2.708,21/12/2020
3716,Extremadura,1.034,21/12/2020
3717,Galicia,1.325,21/12/2020
3718,Madrid,11.660,21/12/2020
3719,Melilla,43,21/12/2020
3720,Murcia,708,21/12/2020
3721,Navarra,945,21/12/2020
3722,País Vasco,2.781,21/12/2020
3723,La Rioja,579,21/12/2020
3724,Andalucía,4.874,22/12/2020
3725,Aragón,2.562,22/12/2020
3726,Asturias,1.302,22/12/2020
3727,Baleares,447,22/12/2020
3728,Canarias,394,22/12/2020
3729,Cantabria,363,22/12/2020
3730,Castilla La Mancha,4.042,22/12/2020
3731,Castilla y León,4.992,22/12/2020
3732,Cataluña,8.542,22/12/2020
3733,Ceuta,58,22/12/2020
3734,C. Valenciana,2.733,22/12/2020
3735,Extremadura,1.037,22/12/2020
3736,Galicia,1.333,22/12/2020
3737,Madrid,11.680,22/12/2020
3738,Melilla,43,22/12/2020
3739,Murcia,713,22/12/2020
3740,Navarra,945,22/12/2020
3741,País Vasco,2.881,22/12/2020
3742,La Rioja,579,22/12/2020
3743,Andalucía,4.912,23/12/2020
3744,Aragón,2.577,23/12/2020
3745,Asturias,1.310,23/12/2020
3746,Baleares,447,23/12/2020
3747,Canarias,398,23/12/2020
3748,Cantabria,364,23/12/2020
3749,Castilla La Mancha,4.052,23/12/2020
3750,Castilla y León,5.011,23/12/2020
3751,Cataluña,8.587,23/12/2020
3752,Ceuta,58,23/12/2020
3753,C. Valenciana,2.756,23/12/2020
3754,Extremadura,1.041,23/12/2020
3755,Galicia,1.334,23/12/2020
3756,Madrid,11.683,23/12/2020
3757,Melilla,43,23/12/2020
3758,Murcia,716,23/12/2020
3759,Navarra,947,23/12/2020
3760,País Vasco,2.881,23/12/2020
3761,La Rioja,581,23/12/2020
3762,Andalucía,4.950,24/12/2020
3763,Aragón,2.584,24/12/2020
3764,Asturias,1.313,24/12/2020
3765,Baleares,452,24/12/2020
3766,Canarias,398,24/12/2020
3767,Cantabria,365,24/12/2020
3768,Castilla La Mancha,4.059,24/12/2020
3769,Castilla y León,5.021,24/12/2020
3770,Cataluña,8.608,24/12/2020
3771,Ceuta,59,24/12/2020
3772,C. Valenciana,2.778,24/12/2020
3773,Extremadura,1.044,24/12/2020
3774,Galicia,1.335,24/12/2020
3775,Madrid,11.687,24/12/2020
3776,Melilla,43,24/12/2020
3777,Murcia,716,24/12/2020
3778,Navarra,950,24/12/2020
3779,País Vasco,2.881,24/12/2020
3780,La Rioja,581,24/12/2020
3781,Andalucía,5.032,28/12/2020
3782,Aragón,2.596,28/12/2020
3783,Asturias,1.334,28/12/2020
3784,Baleares,455,28/12/2020
3785,Canarias,408,28/12/2020
3786,Cantabria,381,28/12/2020
3787,Castilla La Mancha,4.067,28/12/2020
3788,Castilla y León,5.039,28/12/2020
3789,Cataluña,8.649,28/12/2020
3790,Ceuta,59,28/12/2020
3791,C. Valenciana,2.801,28/12/2020
3792,Extremadura,1.057,28/12/2020
3793,Galicia,1.359,28/12/2020
3794,Madrid,11.692,28/12/2020
3795,Melilla,43,28/12/2020
3796,Murcia,728,28/12/2020
3797,Navarra,955,28/12/2020
3798,País Vasco,2.882,28/12/2020
3799,La Rioja,585,28/12/2020
3800,Andalucía,5.083,29/12/2020
3801,Aragón,2.615,29/12/2020
3802,Asturias,1.339,29/12/2020
3803,Baleares,458,29/12/2020
3804,Canarias,411,29/12/2020
3805,Cantabria,387,29/12/2020
3806,Castilla La Mancha,4.074,29/12/2020
3807,Castilla y León,5.048,29/12/2020
3808,Cataluña,8.663,29/12/2020
3809,Ceuta,59,29/12/2020
3810,C. Valenciana,2.840,29/12/2020
3811,Extremadura,1.062,29/12/2020
3812,Galicia,1.366,29/12/2020
3813,Madrid,11.753,29/12/2020
3814,Melilla,43,29/12/2020
3815,Murcia,735,29/12/2020
3816,Navarra,957,29/12/2020
3817,País Vasco,2.963,29/12/2020
3818,La Rioja,586,29/12/2020
3819,Andalucía,5.100,30/12/2020
3820,Aragón,2.623,30/12/2020
3821,Asturias,1.341,30/12/2020
3822,Baleares,465,30/12/2020
3823,Canarias,414,30/12/2020
3824,Cantabria,388,30/12/2020
3825,Castilla La Mancha,4.079,30/12/2020
3826,Castilla y León,5.071,30/12/2020
3827,Cataluña,8.689,30/12/2020
3828,Ceuta,59,30/12/2020
3829,C. Valenciana,2.909,30/12/2020
3830,Extremadura,1.064,30/12/2020
3831,Galicia,1.371,30/12/2020
3832,Madrid,11.827,30/12/2020
